decision_at,event_time,cik10,company_name_as_filed,sector,market_cap,score
2024-08-23,2024-08-02 00:00:00+00:00,0001163165,CONOCOPHILLIPS,energy,133771292962.65898,0.20900623542800453
2024-08-23,2024-08-09 00:00:00+00:00,0001262039,"FORTINET, INC.",technology,46042544091.86307,0.18735527365334903
2024-08-23,2024-08-09 00:00:00+00:00,0001770787,"10X GENOMICS, INC.",technology,2316404881.7625504,0.1821823474208405
2024-08-23,2024-08-09 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,211566670.578125,0.17592949250216353
2024-08-23,2024-08-09 00:00:00+00:00,0001451809,SITIME CORP,technology,2844762082.3814387,0.1705694121446462
2024-08-23,2024-08-09 00:00:00+00:00,0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",energy,83492849.63282871,0.16695787310678195
2024-08-23,2024-08-10 00:00:00+00:00,0001705873,BERRY CORP (BRY),energy,497025901.24,0.1603458556946929
2024-08-23,2024-08-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3756226170.872177,0.14552100669230558
2024-08-23,2024-08-02 00:00:00+00:00,0001451505,TRANSOCEAN LTD.,energy,4384751129.588793,0.13551726025216188
2024-08-23,2024-08-02 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,72338826562.66986,0.1331009256151806
2024-08-30,2024-08-10 00:00:00+00:00,0000797721,VIASAT INC,technology,1598433723.4939337,0.7862507058159232
2024-08-30,2024-08-09 00:00:00+00:00,0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,398020812.3572111,0.5543425838871929
2024-08-30,2024-08-29 00:00:00+00:00,0001327811,"WORKDAY, INC.",technology,59119099994.38476,0.4360336659046899
2024-08-30,2024-08-09 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,261100293.38885596,0.39883268477059725
2024-08-30,2024-08-09 00:00:00+00:00,0000893538,SM ENERGY CO,energy,4973012452.460632,0.33860595714142616
2024-08-30,2024-08-07 00:00:00+00:00,0000746838,UNISYS CORP,technology,285913774.8725748,0.33005927174089944
2024-08-30,2024-08-02 00:00:00+00:00,0000935036,"ACI WORLDWIDE, INC.",technology,4174361381.368835,0.3274490349093425
2024-08-30,2024-08-08 00:00:00+00:00,0001773383,"DYNATRACE, INC.",technology,13302935368.75319,0.3242009703158678
2024-08-30,2024-08-08 00:00:00+00:00,0000854775,DIGI INTERNATIONAL INC,technology,834069474.4506454,0.3031508056378138
2024-08-30,2024-08-10 00:00:00+00:00,0001768267,CERENCE INC.,technology,118229591.67264938,0.2854229569831728
2024-08-30,2024-08-10 00:00:00+00:00,0001688568,DXC TECHNOLOGY CO,technology,3415448739.1399536,0.26612014330937755
2024-08-30,2024-08-03 00:00:00+00:00,0000320193,APPLE INC,technology,3229664275966.5527,0.2568108595454438
2024-08-30,2024-08-15 00:00:00+00:00,0001615165,"VERITONE, INC.",technology,85289409.66009593,0.25503277111231787
2024-08-30,2024-08-06 00:00:00+00:00,0000724004,MESA LABORATORIES INC /CO/,technology,469337870.6023865,0.25159622163226697
2024-08-30,2024-08-08 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,71998021.1016798,0.2511693075922501
2024-08-30,2024-08-09 00:00:00+00:00,0001538849,CROSSAMERICA PARTNERS LP,energy,754839815.4062233,0.24465997008331106
2024-08-30,2024-08-09 00:00:00+00:00,0001770787,"10X GENOMICS, INC.",technology,2316404881.7625504,0.24053958681634105
2024-08-30,2024-08-09 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,211566670.578125,0.22389173386271236
2024-08-30,2024-08-08 00:00:00+00:00,0001819974,"SKYWATER TECHNOLOGY, INC",technology,362226961.3656411,0.22233749529645613
2024-08-30,2024-08-07 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,6838607629.7552185,0.21705228068730414
2024-08-30,2024-08-09 00:00:00+00:00,0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",energy,83492849.63282871,0.21337890179995442
2024-08-30,2024-08-07 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,322546763.08578014,0.21095711904702402
2024-08-30,2024-08-07 00:00:00+00:00,0001116942,TTM TECHNOLOGIES INC,technology,1977511441.619629,0.19776559557578244
2024-08-30,2024-08-08 00:00:00+00:00,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",technology,1447382958.154793,0.19757281167210233
2024-08-30,2024-08-02 00:00:00+00:00,0001698990,MAGNOLIA OIL & GAS CORP,energy,4621205147.827148,0.16726037755786038
2024-08-30,2024-08-02 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,72338826562.66986,0.16111766020232834
2024-08-30,2024-08-09 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,2782696105.575561,0.1604688598967775
2024-08-30,2024-08-07 00:00:00+00:00,0001384195,"RING ENERGY, INC.",energy,334514301.82607174,0.13808731314452138
2024-08-30,2024-08-07 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,61122290512.04178,0.12478151901492865
2024-08-30,2024-08-09 00:00:00+00:00,0001928446,"GRANITE RIDGE RESOURCES, INC.",energy,827609206.1850281,0.09816889610939955
2024-09-06,2024-08-09 00:00:00+00:00,0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,398020812.3572111,0.5722941251110265
2024-09-06,2024-08-10 00:00:00+00:00,0000797721,VIASAT INC,technology,1598433723.4939337,0.5640015015015015
2024-09-06,2024-08-29 00:00:00+00:00,0001327811,"WORKDAY, INC.",technology,59119099994.38476,0.4733376535489212
2024-09-06,2024-08-09 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,261100293.38885596,0.4110082416420444
2024-09-06,2024-08-10 00:00:00+00:00,0001688568,DXC TECHNOLOGY CO,technology,3415448739.1399536,0.3422477205575797
2024-09-06,2024-08-09 00:00:00+00:00,0000893538,SM ENERGY CO,energy,4973012452.460632,0.3108866442199776
2024-09-06,2024-08-09 00:00:00+00:00,0001770787,"10X GENOMICS, INC.",technology,2316404881.7625504,0.30866538570763924
2024-09-06,2024-08-15 00:00:00+00:00,0001615165,"VERITONE, INC.",technology,85289409.66009593,0.27952293339617285
2024-09-06,2024-08-09 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,211566670.578125,0.24896414523175087
2024-09-06,2024-08-09 00:00:00+00:00,0001855747,"BLEND LABS, INC.",technology,595472813.5306835,0.24624630666884184
2024-09-06,2024-08-09 00:00:00+00:00,0001262039,"FORTINET, INC.",technology,46042544091.86307,0.2451689717886901
2024-09-06,2024-08-09 00:00:00+00:00,0001538849,CROSSAMERICA PARTNERS LP,energy,754839815.4062233,0.2429292929292929
2024-09-06,2024-08-10 00:00:00+00:00,0001768267,CERENCE INC.,technology,118229591.67264938,0.22642748382185
2024-09-06,2024-08-09 00:00:00+00:00,0001503274,QUANTERIX CORP,technology,505547863.939888,0.21151567060017767
2024-09-06,2024-08-10 00:00:00+00:00,0001866633,"CONSENSUS CLOUD SOLUTIONS, INC.",technology,330202509.2855301,0.2027955722321919
2024-09-06,2024-08-09 00:00:00+00:00,0001645070,STERLING CHECK CORP.,technology,1446720468.4,0.19521069359097526
2024-09-06,2024-08-31 00:00:00+00:00,0001090872,"AGILENT TECHNOLOGIES, INC.",technology,37820963261.97363,0.1817436450535042
2024-09-06,2024-08-09 00:00:00+00:00,0001352010,"EPAM SYSTEMS, INC.",technology,10905558964.19475,0.18125947879469004
2024-09-06,2024-08-09 00:00:00+00:00,0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",energy,83492849.63282871,0.17070707070707072
2024-09-06,2024-08-09 00:00:00+00:00,0001173489,CEVA INC,technology,454899540.7700958,0.16830100724466918
2024-09-06,2024-09-05 00:00:00+00:00,0001280263,AMBARELLA INC,technology,2211152920.019245,0.16621808931668086
2024-09-06,2024-08-09 00:00:00+00:00,0000101778,MARATHON OIL CORP,energy,16170897842.34,0.16186868686868686
2024-09-06,2024-08-09 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,2782696105.575561,0.15328282828282827
2024-09-06,2024-08-09 00:00:00+00:00,0001451809,SITIME CORP,technology,2844762082.3814387,0.13775956036519416
2024-09-06,2024-08-29 00:00:00+00:00,0000088941,SEMTECH CORP,technology,1931843836.540699,0.12107796931740593
2024-09-06,2024-08-10 00:00:00+00:00,0001705873,BERRY CORP (BRY),energy,497025901.24,0.11688311688311684
2024-09-06,2024-08-31 00:00:00+00:00,0000713425,AMERICAN SOFTWARE INC,technology,303955960.0,0.10336402801191531
2024-09-06,2024-08-09 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,480032079.82978815,0.05656565656565653
2024-09-06,2024-08-09 00:00:00+00:00,0001710366,CONSOL ENERGY INC.,energy,2998458114.2759705,0.03693181818181816
2024-09-06,2024-08-10 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",energy,157467284.94647098,-0.00732323232323232
2024-11-08,2024-10-31 00:00:00+00:00,0001564408,SNAP INC,technology,18212544575.34885,0.4738546794791542
2024-11-08,2024-11-06 23:59:59+00:00,0001726445,"SEER, INC.",technology,124115339.040792,0.3967810662348983
2024-11-08,2024-11-02 00:00:00+00:00,0000008670,AUTOMATIC DATA PROCESSING INC,technology,112849171006.36192,0.36551594577304014
2024-11-08,2024-11-07 00:00:00+00:00,0001445305,WORKIVA INC,technology,4365617208.988602,0.36136498106218895
2024-11-08,2024-10-31 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,209619902.8205872,0.34299543174163666
2024-11-08,2024-10-31 00:00:00+00:00,0001044777,ONESPAN INC.,technology,631310606.4293327,0.32903359719040826
2024-11-08,2024-11-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,17728123981.789936,0.32152686357436744
2024-11-08,2024-11-04 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.3170321192196955
2024-11-08,2024-11-06 23:59:59+00:00,0001162194,STANDARD BIOTOOLS INC.,technology,716328109.5621734,0.2924484408645322
2024-11-08,2024-11-07 00:00:00+00:00,0001606757,"KIMBALL ELECTRONICS, INC.",technology,457814462.2410165,0.27885770693143086
2024-11-08,2024-11-07 00:00:00+00:00,0001286139,"LEGALZOOM.COM, INC.",technology,1115135853.0523396,0.2730098863175945
2024-11-08,2024-10-26 00:00:00+00:00,0001674101,VERTIV HOLDINGS CO,technology,37323449343.54793,0.25289821247896727
2024-11-08,2024-11-07 00:00:00+00:00,0001846069,"NEXTDOOR HOLDINGS, INC.",technology,962463207.4022292,0.24772109870846393
2024-11-08,2024-10-31 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,38163884518.35962,0.24093114974295338
2024-11-08,2024-10-31 00:00:00+00:00,0000275880,PARSONS CORP,technology,11009274518.16513,0.23808135861251697
2024-11-08,2024-11-05 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,10154073277.45819,0.23579469323280286
2024-11-08,2024-11-05 00:00:00+00:00,0001038074,SILICON LABORATORIES INC.,technology,3731655322.096138,0.23259261345524523
2024-11-08,2024-10-24 00:00:00+00:00,0001114995,IMPINJ INC,technology,6087682286.164626,0.23180072720150857
2024-11-08,2024-11-07 00:00:00+00:00,0001609253,CALIFORNIA RESOURCES CORP,energy,3561502757.367584,0.22866492603257305
2024-11-08,2024-11-01 00:00:00+00:00,0001451505,TRANSOCEAN LTD.,energy,3720748345.75,0.2265189350322178
2024-11-08,2024-10-30 00:00:00+00:00,0000026058,CTS CORP,technology,1469065457.2534676,0.21349910761651264
2024-11-08,2024-11-07 00:00:00+00:00,0000031791,"REVVITY, INC.",technology,15756264447.0,0.20514666948222743
2024-11-08,2024-11-07 23:59:59+00:00,0000028823,"DIEBOLD NIXDORF, INC",technology,1677727387.1477814,0.19731196496281553
2024-11-08,2024-10-31 00:00:00+00:00,0001699838,"CONFLUENT, INC.",technology,6509689642.679999,0.19713306650271456
2024-11-08,2024-10-26 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2523843672.05662,0.17874190218734812
2024-11-08,2024-10-29 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,266360262.60746,0.17819880862338167
2024-11-08,2024-10-25 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4925459174.889221,0.15886351568251209
2024-11-08,2024-11-07 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3547107430.694893,0.15857642362908023
2024-11-08,2024-11-02 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",energy,196840946.5536537,0.13871259670121155
2024-11-08,2024-11-06 00:00:00+00:00,0001710366,CONSOL ENERGY INC.,energy,3076001145.7505035,0.13613814257374504
2024-11-15,2024-11-09 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,13407316016.575409,0.7352067612564572
2024-11-15,2024-11-09 00:00:00+00:00,0001786352,"BILL HOLDINGS, INC.",technology,5628714929.932308,0.6369360011180888
2024-11-15,2024-11-13 23:59:59+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,176943853.69325638,0.49168138165267716
2024-11-15,2024-11-06 23:59:59+00:00,0001726445,"SEER, INC.",technology,124115339.040792,0.46079092713181424
2024-11-15,2024-11-07 00:00:00+00:00,0001445305,WORKIVA INC,technology,4365617208.988602,0.4300021472173844
2024-11-15,2024-11-12 23:59:59+00:00,0001816431,QUANTUM-SI INC,technology,284736634.8290248,0.42733030362279545
2024-11-15,2024-10-31 00:00:00+00:00,0001564408,SNAP INC,technology,18212544575.34885,0.42673400686943186
2024-11-15,2024-11-08 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,585217698.810525,0.4126227974165989
2024-11-15,2024-11-13 00:00:00+00:00,0001774170,"POWERFLEET, INC.",technology,538790050.0,0.3651687258222929
2024-11-15,2024-11-02 00:00:00+00:00,0000008670,AUTOMATIC DATA PROCESSING INC,technology,112849171006.36192,0.36015124215741484
2024-11-15,2024-10-31 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,209619902.8205872,0.3553499000240349
2024-11-15,2024-11-07 00:00:00+00:00,0001606757,"KIMBALL ELECTRONICS, INC.",technology,457814462.2410165,0.346022961741394
2024-11-15,2024-10-31 00:00:00+00:00,0001044777,ONESPAN INC.,technology,631310606.4293327,0.3321295994232921
2024-11-15,2024-11-08 00:00:00+00:00,0001500435,"GOPRO, INC.",technology,207402722.1815586,0.33033655766668923
2024-11-15,2024-11-07 00:00:00+00:00,0001286139,"LEGALZOOM.COM, INC.",technology,1115135853.0523396,0.3235575279895714
2024-11-15,2024-11-04 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.32194327171803866
2024-11-15,2024-10-26 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2523843672.05662,0.317617293156243
2024-11-15,2024-11-06 23:59:59+00:00,0001162194,STANDARD BIOTOOLS INC.,technology,716328109.5621734,0.3046355204646015
2024-11-15,2024-11-06 00:00:00+00:00,0001049521,MERCURY SYSTEMS INC,technology,2198037392.0,0.3010429908833843
2024-11-15,2024-11-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,17728123981.789936,0.28833800237960017
2024-11-15,2024-11-01 00:00:00+00:00,0001451505,TRANSOCEAN LTD.,energy,3720748345.75,0.28554295050139816
2024-11-15,2024-10-30 00:00:00+00:00,0000026058,CTS CORP,technology,1469065457.2534676,0.2650914836691361
2024-11-15,2024-11-08 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3117944731.122797,0.26216072864071
2024-11-15,2024-10-31 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,38163884518.35962,0.2606201521227819
2024-11-15,2024-11-07 00:00:00+00:00,0001846069,"NEXTDOOR HOLDINGS, INC.",technology,962463207.4022292,0.2565594355852069
2024-11-15,2024-11-07 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3547107430.694893,0.2547182292694218
2024-11-15,2024-11-07 00:00:00+00:00,0001609253,CALIFORNIA RESOURCES CORP,energy,3561502757.367584,0.25283049097473126
2024-11-15,2024-11-07 00:00:00+00:00,0001881487,PROFRAC HOLDING CORP.,energy,1087395421.470892,0.24965504795739762
2024-11-15,2024-10-29 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,266360262.60746,0.21793820331935937
2024-11-15,2024-11-02 00:00:00+00:00,0001163739,NABORS INDUSTRIES LTD,energy,690467137.133606,0.21051687121947418
2024-11-22,2024-11-09 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,13407316016.575409,0.7474693186202168
2024-11-22,2024-11-09 00:00:00+00:00,0001786352,"BILL HOLDINGS, INC.",technology,5628714929.932308,0.6649418740460421
2024-11-22,2024-11-13 00:00:00+00:00,0001774170,"POWERFLEET, INC.",technology,538790050.0,0.5843169137287829
2024-11-22,2024-11-13 23:59:59+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,176943853.69325638,0.49968056211381917
2024-11-22,2024-11-06 23:59:59+00:00,0001726445,"SEER, INC.",technology,124115339.040792,0.4759639688479972
2024-11-22,2024-11-08 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,585217698.810525,0.40977977750849137
2024-11-22,2024-11-07 00:00:00+00:00,0001445305,WORKIVA INC,technology,4365617208.988602,0.4020142230553024
2024-11-22,2024-11-02 00:00:00+00:00,0000008670,AUTOMATIC DATA PROCESSING INC,technology,112849171006.36192,0.3484654572417239
2024-11-22,2024-10-31 00:00:00+00:00,0001564408,SNAP INC,technology,18212544575.34885,0.33872179524692936
2024-11-22,2024-11-04 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.33655424236924836
2024-11-22,2024-11-06 00:00:00+00:00,0001049521,MERCURY SYSTEMS INC,technology,2198037392.0,0.3218350066128591
2024-11-22,2024-10-31 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,209619902.8205872,0.31884223281493257
2024-11-22,2024-11-20 00:00:00+00:00,0000858877,"CISCO SYSTEMS, INC.",technology,212386910608.18243,0.3175099917785131
2024-11-22,2024-11-07 00:00:00+00:00,0001606757,"KIMBALL ELECTRONICS, INC.",technology,457814462.2410165,0.30635026803846055
2024-11-22,2024-11-07 00:00:00+00:00,0001286139,"LEGALZOOM.COM, INC.",technology,1115135853.0523396,0.2982581290996476
2024-11-22,2024-10-31 00:00:00+00:00,0001044777,ONESPAN INC.,technology,631310606.4293327,0.28864012483195656
2024-11-22,2024-10-31 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,38163884518.35962,0.2689172080129255
2024-11-22,2024-11-08 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3117944731.122797,0.26549522446982826
2024-11-22,2024-11-09 00:00:00+00:00,0000708821,PAR TECHNOLOGY CORP,technology,1889667401.2378693,0.2589182879733578
2024-11-22,2024-11-08 00:00:00+00:00,0000101984,UNIVERSAL ELECTRONICS INC,technology,119804249.5382843,0.2477471355749244
2024-11-22,2024-11-08 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,313568557.65000004,0.2389052871399552
2024-11-22,2024-10-31 00:00:00+00:00,0001121788,GARMIN LTD,technology,33835400084.23398,0.23562863162755088
2024-11-22,2024-10-31 00:00:00+00:00,0001699838,"CONFLUENT, INC.",technology,6509689642.679999,0.2350941470042276
2024-11-22,2024-10-29 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,266360262.60746,0.23019883378821165
2024-11-22,2024-11-07 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3547107430.694893,0.2191390669123094
2024-11-22,2024-10-26 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2523843672.05662,0.2118846467364907
2024-11-22,2024-11-07 00:00:00+00:00,0001609253,CALIFORNIA RESOURCES CORP,energy,3561502757.367584,0.16879361869452872
2024-11-22,2024-11-06 00:00:00+00:00,0001710366,CONSOL ENERGY INC.,energy,3076001145.7505035,0.14483226202513363
2024-11-22,2024-11-08 00:00:00+00:00,0000093410,CHEVRON CORP,energy,269344631045.4869,0.13159379019555242
2024-11-22,2024-11-08 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,25646167687.205296,0.12279451578051973
2024-11-29,2024-11-09 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,13407316016.575409,0.7393056105303162
2024-11-29,2024-11-09 00:00:00+00:00,0001786352,"BILL HOLDINGS, INC.",technology,5628714929.932308,0.6641441377912277
2024-11-29,2024-11-13 00:00:00+00:00,0001774170,"POWERFLEET, INC.",technology,538790050.0,0.6589642143905099
2024-11-29,2024-11-12 23:59:59+00:00,0001816431,QUANTUM-SI INC,technology,284736634.8290248,0.6247430255548021
2024-11-29,2024-11-13 23:59:59+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,176943853.69325638,0.5959224752703014
2024-11-29,2024-11-06 23:59:59+00:00,0001726445,"SEER, INC.",technology,124115339.040792,0.4232251817376834
2024-11-29,2024-11-08 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,585217698.810525,0.4111635207119032
2024-11-29,2024-11-07 00:00:00+00:00,0001445305,WORKIVA INC,technology,4365617208.988602,0.4037602620933802
2024-11-29,2024-11-02 00:00:00+00:00,0000008670,AUTOMATIC DATA PROCESSING INC,technology,112849171006.36192,0.39281650326986467
2024-11-29,2024-11-04 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.31562113009415205
2024-11-29,2024-11-07 00:00:00+00:00,0000733269,"LIVERAMP HOLDINGS, INC.",technology,1650636633.6185875,0.3129046242568111
2024-11-29,2024-11-07 00:00:00+00:00,0001286139,"LEGALZOOM.COM, INC.",technology,1115135853.0523396,0.30998004368463244
2024-11-29,2024-11-20 00:00:00+00:00,0000858877,"CISCO SYSTEMS, INC.",technology,212386910608.18243,0.3095867792084631
2024-11-29,2024-11-06 00:00:00+00:00,0001049521,MERCURY SYSTEMS INC,technology,2198037392.0,0.30761595607197106
2024-11-29,2024-11-07 00:00:00+00:00,0001606757,"KIMBALL ELECTRONICS, INC.",technology,457814462.2410165,0.30413356357322835
2024-11-29,2024-11-14 23:59:59+00:00,0001463972,VUZIX CORP,technology,132354695.2845478,0.2902845600719739
2024-11-29,2024-11-07 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,3547107430.694893,0.28254931972789116
2024-11-29,2024-11-09 00:00:00+00:00,0000708821,PAR TECHNOLOGY CORP,technology,1889667401.2378693,0.2666589271577707
2024-11-29,2024-11-07 00:00:00+00:00,0001855747,"BLEND LABS, INC.",technology,953276250.0,0.2586671046110255
2024-11-29,2024-11-08 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3117944731.122797,0.2568223802396165
2024-11-29,2024-11-01 00:00:00+00:00,0001451505,TRANSOCEAN LTD.,energy,3720748345.75,0.25432911860396334
2024-11-29,2024-11-07 00:00:00+00:00,0001846069,"NEXTDOOR HOLDINGS, INC.",technology,962463207.4022292,0.2410423945374959
2024-11-29,2024-11-08 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,313568557.65000004,0.23755341719360148
2024-11-29,2024-11-08 00:00:00+00:00,0001352010,"EPAM SYSTEMS, INC.",technology,11331846621.598816,0.2334619550529796
2024-11-29,2024-11-07 00:00:00+00:00,0001881487,PROFRAC HOLDING CORP.,energy,1087395421.470892,0.23231802721088432
2024-11-29,2024-11-07 00:00:00+00:00,0001609253,CALIFORNIA RESOURCES CORP,energy,3561502757.367584,0.23077935522034904
2024-11-29,2024-11-08 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,25646167687.205296,0.19672803904170363
2024-11-29,2024-11-02 00:00:00+00:00,0001163739,NABORS INDUSTRIES LTD,energy,690467137.133606,0.17729554865424427
2024-11-29,2024-11-07 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,2740506365.816833,0.17387730454500638
2024-11-29,2024-11-02 00:00:00+00:00,0000893538,SM ENERGY CO,energy,4573304107.280914,0.13394993263005686
2024-12-06,2024-11-09 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,13407316016.575409,0.7584503365505068
2024-12-06,2024-11-09 00:00:00+00:00,0001786352,"BILL HOLDINGS, INC.",technology,5628714929.932308,0.6805438249920572
2024-12-06,2024-11-13 00:00:00+00:00,0001774170,"POWERFLEET, INC.",technology,538790050.0,0.6449906819710166
2024-12-06,2024-11-12 23:59:59+00:00,0001816431,QUANTUM-SI INC,technology,284736634.8290248,0.604973309023561
2024-12-06,2024-11-13 23:59:59+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,176943853.69325638,0.5516273849607183
2024-12-06,2024-11-08 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,585217698.810525,0.4293151407285586
2024-12-06,2024-12-05 00:00:00+00:00,0001108524,"SALESFORCE, INC.",technology,261666751831.0547,0.3571206057497007
2024-12-06,2024-11-20 00:00:00+00:00,0000858877,"CISCO SYSTEMS, INC.",technology,212386910608.18243,0.31843368035784164
2024-12-06,2024-11-14 23:59:59+00:00,0001463972,VUZIX CORP,technology,132354695.2845478,0.3086491876638256
2024-12-06,2024-11-08 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3117944731.122797,0.28762100457420037
2024-12-06,2024-11-09 00:00:00+00:00,0000708821,PAR TECHNOLOGY CORP,technology,1889667401.2378693,0.27433505169330635
2024-12-06,2024-11-08 00:00:00+00:00,0000101984,UNIVERSAL ELECTRONICS INC,technology,119804249.5382843,0.2706434982983598
2024-12-06,2024-11-08 00:00:00+00:00,0000093410,CHEVRON CORP,energy,269344631045.4869,0.26587301587301587
2024-12-06,2024-11-08 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,313568557.65000004,0.25100356184058426
2024-12-06,2024-11-08 00:00:00+00:00,0001352010,"EPAM SYSTEMS, INC.",technology,11331846621.598816,0.23889087458880454
2024-12-06,2024-11-08 00:00:00+00:00,0001831915,"CYTEK BIOSCIENCES, INC.",technology,728540974.6634598,0.19453488107810163
2024-12-06,2024-11-08 00:00:00+00:00,0001007587,KVH INDUSTRIES INC DE,technology,95219033.8759346,0.18714023674749497
2024-12-06,2024-11-13 00:00:00+00:00,0001779474,"WM TECHNOLOGY, INC.",technology,82392623.13158464,0.17021285719204313
2024-12-06,2024-11-08 00:00:00+00:00,0001839439,"PAYCOR HCM, INC.",technology,2537485811.85,0.1693355441103501
2024-12-06,2024-12-04 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,5114784163.302898,0.16775014347879286
2024-12-06,2024-11-13 00:00:00+00:00,0001422930,"PUBMATIC, INC.",technology,740228594.3031311,0.16410372619846117
2024-12-06,2024-11-08 00:00:00+00:00,0001451809,SITIME CORP,technology,3967418930.830536,0.1620194745416083
2024-12-06,2024-11-08 00:00:00+00:00,0001777921,"AVEPOINT, INC.",technology,2197749416.065769,0.14345416422509238
2024-12-06,2024-11-08 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,25646167687.205296,0.12598204264870932
2024-12-06,2024-11-12 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,401699699.9398956,0.1012626262626262
2024-12-06,2024-11-08 00:00:00+00:00,0001792580,OVINTIV INC.,energy,10098828971.610718,0.08484848484848483
2024-12-06,2024-11-08 00:00:00+00:00,0001086600,ALLIANCE RESOURCE PARTNERS LP,energy,3201549525.0,0.07996632996632995
2024-12-06,2024-11-08 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,69897945436.55283,0.009259259259259264
