id,description,type,coverage,alphaCount
anl4_fs_guidances_advanced_qf_nd_totgw_minguidance,Minimum guidance value for Total Goodwill,MATRIX,1.0,0
anl4_fs_guidances_basic_af_nd_cfps_maxguidance,Maximum guidance value for Cash Flow Per Share on an annual basis,MATRIX,1.0,2
anl4_fs_guidances_basic_af_nd_cfps_minguidance,Minimum guidance value for Cash Flow Per Share on an annual basis,MATRIX,1.0,5
anl4_fs_guidances_basic_af_nd_div_maxguidance,Maximum guidance value for Dividend per share on an annual basis,MATRIX,1.0,112
anl4_fs_guidances_basic_af_nd_div_minguidance,Minimum guidance value for Dividend per share on an annual basis,MATRIX,1.0,22
anl4_fs_guidances_basic_af_nd_eps_maxguidance,Maximum guidance value for Earnings Per Share on an annual basis,MATRIX,1.0,11
anl4_fs_guidances_basic_af_nd_eps_minguidance,Minimum guidance value for Earnings Per Share on an annual basis,MATRIX,1.0,59
anl4_fs_guidances_basic_af_nd_eps_value,Earnings Per Share — guidance value for annual frequency,MATRIX,0.3506,7
anl4_fs_guidances_basic_af_nd_sales_maxguidance,Maximum guidance value for annual sales,MATRIX,1.0,6
anl4_fs_guidances_basic_af_nd_sales_minguidance,Minimum sales guidance for the annual period,MATRIX,1.0,19
anl4_fs_guidances_basic_af_nd_sales_value,Sales — guidance value for the annual period,MATRIX,0.415,45
anl4_fs_guidances_basic_qf_nd_cfps_maxguidance,Upper bound of the company’s Cash Flow Per Share guidance range,MATRIX,1.0,4
anl4_fs_guidances_basic_qf_nd_cfps_minguidance,Lower bound of the company’s Cash Flow Per Share guidance range,MATRIX,1.0,4
anl4_fs_guidances_basic_qf_nd_div_maxguidance,Upper bound of the company’s Dividend per share guidance range,MATRIX,1.0,10
anl4_fs_guidances_basic_qf_nd_div_minguidance,Lower bound of the company’s Dividend per share guidance range,MATRIX,1.0,13
anl4_fs_guidances_basic_qf_nd_eps_maxguidance,Upper bound of the company’s EPS guidance range,MATRIX,1.0,77
anl4_fs_guidances_basic_qf_nd_eps_minguidance,Lower bound of the company’s EPS guidance range,MATRIX,1.0,23
anl4_fs_guidances_basic_qf_nd_eps_value,Current EPS guidance value,MATRIX,0.2928,35
anl4_fs_guidances_basic_qf_nd_sales_maxguidance,Upper bound of the company’s Sales guidance range,MATRIX,1.0,90
anl4_fs_guidances_basic_qf_nd_sales_minguidance,Lower bound of the company’s Sales guidance range,MATRIX,1.0,21
anl4_fs_guidances_basic_qf_nd_sales_value,Current Sales guidance value,MATRIX,0.3271,13
anl4_fsactualafv4_actual,Announced financial data,VECTOR,0.764,54
anl4_fsactualafv4_item,Financial item,VECTOR,0.7877,2822
anl4_fsactualqfv4_actual,Announced financial data,VECTOR,0.766,22
anl4_fsactualqfv4_item,Financial item,VECTOR,0.7773,145
anl4_fsdetailltv4v104_item,Financial item,VECTOR,0.7968,3521
anl4_fsdetailrecv4v104_item,Financial item,VECTOR,0.8025,5509
anl4_fsdtlestmtafv4_item,Financial item,VECTOR,0.7902,4192
anl4_fsdtlestmtbscqv104_item,Financial item,VECTOR,0.7904,1136
anl4_fsdtlestmtbscv104_item,Financial item,VECTOR,0.8087,930
anl4_fsdtlestmtqfv4_item,Financial item,VECTOR,0.729,473
anl4_fsdtlestmtsafv4_item,Financial item,VECTOR,0.3145,31
anl4_fsgdncbscv4_maxguidance,Max guidance value,VECTOR,0.3216,96
anl4_fsgdncbscv4_minguidance,Minimum guidance value,VECTOR,0.3216,62
anl4_fsguidanceafv4_item,Financial item,VECTOR,0.4535,44
anl4_fsguidanceafv4_maxguidance,Maximum guidance value,VECTOR,0.4535,7
anl4_fsguidanceafv4_minguidance,Min guidance value,VECTOR,0.4535,7
anl4_fsguidancebasicqfv4_item,Financial item,VECTOR,0.3216,3854
anl4_fsguidanceqfv4_item,Financial item,VECTOR,0.3053,2195
anl4_fsguidanceqfv4_maxguidance,Max guidance value,VECTOR,0.3053,184
anl4_fsguidanceqfv4_minguidance,Min guidance value,VECTOR,0.3053,183
anl4_gric_flag,Gross income - forecast type (revision/new/...),MATRIX,0.8951,11661
anl4_gric_high,Gross income - The highest estimation,MATRIX,0.6026,894
anl4_gric_low,Gross income - The lowest estimation,MATRIX,0.6026,2031
anl4_gric_mean,Gross income - mean of estimations,MATRIX,0.6026,696
anl4_gric_median,Gross income - median of estimations,MATRIX,0.6026,1263
anl4_gric_number,Gross income - number of estimations,MATRIX,0.6026,1367
anl4_gric_std,Gross income - std of estimations,MATRIX,0.4073,4001
anl4_gric_value,Gross income- announced financial value,MATRIX,0.6954,2307
anl4_guiafv4_est,Estimation value,VECTOR,0.6994,57
anl4_guibasicqfv4_est,Estimation value,VECTOR,0.4814,2843
anl4_guiqfv4_est,Estimation value,VECTOR,0.4849,1851
anl4_hold,The number of recommendations not clear about short or long the instrument,VECTOR,0.6243,988
anl4_mark,Recommendation consensus score,VECTOR,0.6243,815
anl4_median_capexp,Capital Expenditures - median of estimations,MATRIX,0.6173,497
anl4_median_epsreported,GAAP Earnings per share - median of estimations,MATRIX,0.7153,4019
anl4_medianepsbfam,"Earnings before interest, taxes, depreciation and amortization - median of estimations",MATRIX,0.5831,1114
anl4_netdebt_flag,Net debt - forecast type (revision/new/...),MATRIX,0.8602,19003
anl4_netdebt_high,Net debt - the highest estimation,MATRIX,0.5156,188
anl4_netdebt_low,Net debt - the lowest estimation,MATRIX,0.5156,319
anl4_netdebt_mean,Net debt - mean of estimations,MATRIX,0.5156,517
anl4_netdebt_median,Net Debt - median of estimations,MATRIX,0.5156,148
anl4_netdebt_number,Net debt - Number of estimations,MATRIX,0.5156,361
anl4_netprofit_flag,Net profit - forecast type (revision/new/...),MATRIX,0.8778,16244
anl4_netprofit_high,Net Profit - The highest estimation,MATRIX,0.7667,619
anl4_netprofit_low,Net Profit - The Lowest Estimation,MATRIX,0.7667,1535
anl4_netprofit_mean,Net profit - mean of estimations,MATRIX,0.7667,789
anl4_netprofit_median,Net profit - Median of estimations,MATRIX,0.7667,1191
anl4_netprofit_number,Net profit - number of estimations,MATRIX,0.7667,11550
anl4_netprofit_std,Net profit - standard deviation of estimations,MATRIX,0.5996,521
anl4_netprofit_value,Net profit- announced financial value,MATRIX,1.0,1747
anl4_netprofita_high,Adjusted Net Income - the highest estimation,MATRIX,0.7511,1114
anl4_netprofita_low,Adjusted net income - the lowest estimation,MATRIX,0.7511,4207
anl4_netprofita_mean,Adjusted net income - mean of estimations,MATRIX,0.7511,1491
anl4_netprofita_median,Adjusted net income - median of estimations,MATRIX,0.7511,793
anl4_netprofita_number,Adjusted net income - number of estimations,MATRIX,0.7511,2803
anl4_netprofita_std,Adjusted net income - std of estimations,MATRIX,0.5041,283
anl4_netprofita_value,Adjusted net income- announced financial value,MATRIX,0.9312,1066
anl4_norec,The number of brokers with no recommendation,VECTOR,0.6243,85
anl4_ptp_flag,Pretax income - forecast type (revision/new/...),MATRIX,0.8289,30558
anl4_ptp_high,Pretax income - the highest estimation,MATRIX,0.7327,3508
anl4_ptp_low,Pretax income - the lowest estimation,MATRIX,0.7327,4685
anl4_ptp_mean,Pretax income - mean of estimations,MATRIX,0.7327,913
anl4_ptp_median,Pretax income - median of estimations,MATRIX,0.7327,792
anl4_ptp_number,Pretax Income - number of estimations,MATRIX,0.7327,7116
anl4_ptp_value,Pretax income- announced financial value,MATRIX,0.9431,1870
anl4_ptpr_flag,Reported Pretax income - forecast type (revision/new/...),MATRIX,0.9008,12098
anl4_ptpr_high,Reported pretax income - the highest estimation,MATRIX,0.4083,372
anl4_ptpr_low,Reported Pretax Income - The Lowest Estimation,MATRIX,0.4083,2883
anl4_ptpr_mean,Reported Pretax income - mean of estimations,MATRIX,0.4083,283
anl4_ptpr_median,Reported pretax income - Median of estimations,MATRIX,0.4083,378
anl4_ptpr_number,Reported Pretax Income - number of estimations,MATRIX,0.4083,10141
anl4_qf_az_cfps_mean,Cash Flow Per Share - average of estimations,MATRIX,0.3273,260
anl4_qf_az_cfps_median,Cash Flow Per Share - Median value among forecasts,MATRIX,0.3273,106
anl4_qf_az_cfps_number,Cash Flow Per Share - number of estimations,MATRIX,0.3273,69
anl4_qf_az_div_mean,Dividend per share - average of estimations,MATRIX,0.4857,79
anl4_qf_az_div_median,Dividend per share - median of estimations,MATRIX,0.4857,51
anl4_qf_az_div_number,Dividend per share - number of estimations,MATRIX,0.4857,60
anl4_qf_az_dts_spe,Earnings per share - std of estimations,MATRIX,0.571,1913
anl4_qf_az_eps,"EPS - aggregation on estimations, 50th percentile",MATRIX,0.7848,625
anl4_qf_az_eps_mean,Earnings per share - mean of estimations,MATRIX,0.7848,1224
anl4_qf_az_eps_number,Earnings per share - number of estimations,MATRIX,0.7848,12803
anl4_qf_az_hgih_spe,Earnings per share - The highest estimation,MATRIX,0.7848,601
anl4_qf_az_hgih_spfc,"Cash Flow - The highest estimation, per share",MATRIX,0.3273,256
anl4_qf_az_hgih_vid,Dividend per share - The highest estimation,MATRIX,0.4857,117
anl4_qf_az_wol_spe,Earnings per share - The lowest estimation,MATRIX,0.7848,536
anl4_qf_az_wol_spfc,Cash Flow Per Share - The lowest estimation,MATRIX,0.3273,122
anl4_qf_az_wol_vid,Dividend per share - The lowest value among forecasts,MATRIX,0.4857,212
anl4_qfd1_az_cfps_median,Cash Flow Per Share - Median value among forecasts,MATRIX,0.3273,165
anl4_qfd1_az_cfps_number,Cash Flow Per Share - number of estimations,MATRIX,0.3273,64
anl4_qfd1_az_div_median,Dividend per share - median of estimations,MATRIX,0.4857,107
anl4_qfd1_az_div_number,Dividend per share - number of estimations,MATRIX,0.4857,71
anl4_qfd1_az_dts_spe,Earnings per share - std of estimations,MATRIX,0.571,1715
anl4_qfd1_az_eps_number,Earnings per share - number of estimations,MATRIX,0.7848,7652
anl4_qfd1_az_hgih_spe,Earnings per share - The highest estimation,MATRIX,0.7848,764
anl4_qfd1_az_hgih_spfc,"Cash Flow - The highest estimation, per share",MATRIX,0.3273,121
anl4_qfd1_az_hgih_vid,Dividend per share - The highest estimation,MATRIX,0.4857,89
anl4_qfd1_az_wol_spe,Earnings per share - The lowest estimation,MATRIX,0.7848,484
anl4_qfd1_az_wol_spfc,Cash Flow Per Share - The lowest estimation,MATRIX,0.3273,81
anl4_qfd1_az_wol_vid,Dividend per share - The lowest value among forecasts,MATRIX,0.4857,194
anl4_qfd1_azeps,"EPS - aggregation on estimations, 50th percentile",MATRIX,0.7848,547
anl4_qfv4_actual,Announced financial data,VECTOR,0.9925,497
anl4_qfv4_cfps_high,Cash Flow Per Share - The highest estimation for the quarter,MATRIX,0.3977,12
anl4_qfv4_cfps_low,Cash Flow Per Share - The lowest estimation,MATRIX,0.3977,18
anl4_qfv4_cfps_mean,Cash Flow Per Share - average of estimations,MATRIX,0.3977,14
anl4_qfv4_cfps_median,Cash Flow Per Share - Median value among forecasts,MATRIX,0.3977,17
anl4_qfv4_cfps_number,Cash Flow Per Share - number of estimations,MATRIX,0.3977,14
anl4_qfv4_div_high,Dividend per share - The highest estimation,MATRIX,0.6151,49
anl4_qfv4_div_low,Dividend per share - The lowest estimation,MATRIX,0.6151,115
anl4_qfv4_div_mean,Dividend per share - mean of estimations,MATRIX,0.6151,17
anl4_qfv4_div_median,Dividend per share - median of estimations,MATRIX,0.6151,35
anl4_qfv4_div_number,Dividend - number of estimations,MATRIX,0.6151,28
anl4_qfv4_dts_spe,Earnings per share - standard deviation of estimations,MATRIX,0.7237,1463
anl4_qfv4_eps_high,Earnings per share - The highest estimation,MATRIX,1.0,215
anl4_qfv4_eps_low,Earnings per share - The lowest estimation,MATRIX,1.0,174
anl4_qfv4_eps_mean,Earnings per share - mean of estimations,MATRIX,1.0,220
anl4_qfv4_eps_number,Earnings per share - number of estimations,MATRIX,1.0,1852
anl4_qfv4_maxguidance,Max guidance value,VECTOR,0.4849,3130
anl4_qfv4_median_eps,Earnings per share - median of estimations,MATRIX,1.0,150
anl4_qfv4_minguidance,Min guidance value,VECTOR,0.4849,2632
anl4_rd_exp_flag,Research and Development Expense - forecast type (revision/new/...),MATRIX,0.9754,4548
anl4_rd_exp_high,Research and Development Expense - the highest estimation,MATRIX,0.2918,246
anl4_rd_exp_low,Research and Development Expense - the lowest estimation,MATRIX,0.2918,3173
anl4_rd_exp_mean,Research and Development Expense - mean of estimations,MATRIX,0.2918,4244
anl4_rd_exp_median,Research and Development Expense - Median of estimations,MATRIX,0.2918,218
anl4_rd_exp_number,Research and Development Expense - Number of Estimations,MATRIX,0.2918,284
anl4_tbve_ft,Tangible Book Value per Share - forecast type (revision/new/...),MATRIX,0.9305,12234
anl4_tbvps_high,Tangible Book Value per Share - The highest estimation,MATRIX,0.3321,185
anl4_tbvps_low,Tangible Book Value per Share - The lowest estimation,MATRIX,0.3321,421
anl4_tbvps_mean,Tangible Book Value per Share - mean of estimations,MATRIX,0.3321,300
anl4_tbvps_median,Tangible Book Value per Share - median of estimations,MATRIX,0.3321,173
anl4_tbvps_number,Tangible Book Value per Share - number of estimations,MATRIX,0.3321,2091
anl4_tot_gw_ft,Total Goodwill - forecast type (revision/new/...),MATRIX,0.8515,7894
anl4_total_rec,The total number of recommendations,VECTOR,0.6243,2646
anl4_totassets_flag,Total Assets - forecast type (revision/new/...),MATRIX,0.8122,15363
anl4_totassets_high,Total Assets - The highest estimation,MATRIX,0.7213,728
anl4_totassets_low,Total Assets - The lowest estimation,MATRIX,0.7213,2311
anl4_totassets_mean,Total Assets - mean of estimations,MATRIX,0.7213,570
anl4_totassets_median,Total Assets - median of estimations,MATRIX,0.7213,473
anl4_totassets_number,Total Assets - number of estimations,MATRIX,0.7213,6285
anl4_totassets_std,Total Assets - standard deviation of estimations,MATRIX,0.3233,1322
anl4_totassets_value,Total Assets - actual value,MATRIX,0.6486,1360
anl4_totgw_high,Total Goodwill - The highest estimation,MATRIX,0.5374,167
anl4_totgw_low,Total Goodwill - The lowest estimation,MATRIX,0.5374,189
anl4_totgw_mean,Total Goodwill - mean of estimations,MATRIX,0.5374,228
anl4_totgw_median,Total Goodwill - median of estimations,MATRIX,0.5374,161
anl4_totgw_number,Total Goodwill - number of estimations,MATRIX,0.5374,263
anl4_under,The number of Underweight recommendations,VECTOR,0.6243,136
avg_capex_quarterly_estimate,The arithmetic average of broker estimates for capital expenditures in the current quarter.,MATRIX,0.6442,12
avg_ebitda_quarterly_estimate,"The arithmetic average of quarterly broker estimates for earnings before interest, taxes, depreciation, and amortization.",MATRIX,0.7649,21
avg_pretax_profit_quarterly_estimate,The arithmetic average of broker estimates for pretax profit in the current quarter.,MATRIX,0.9083,13
avg_total_assets_quarterly_estimate,The arithmetic average of broker estimates for total assets in the current quarter.,MATRIX,0.7048,9
basic_shares_max_guidance_qtr,The maximum guidance value for Basic Shares.,MATRIX,1.0,198
book_value_per_share_2,Book Value Per Share - Actual Value,MATRIX,0.7481,153
book_value_per_share_avg,Average book value per share.,MATRIX,0.4056,39
book_value_per_share_max,Highest estimate of book value per share.,MATRIX,0.4056,9
book_value_per_share_median,Median value of book value per share.,MATRIX,0.4056,13
book_value_per_share_min,Lowest estimate of book value per share.,MATRIX,0.4056,6
book_value_per_share_min_guidance_qtr,Book value per share - minimum guidance value,MATRIX,1.0,80
book_value_per_share_reported_value,Book Value Per Share - Actual Value,MATRIX,0.5245,278
capital_expenditure_amount,Capital Expenditures - Total value,MATRIX,0.7524,71
capital_expenditure_guidance_value,Capital Expenditures - Total value for the annual guidance,MATRIX,0.3587,40
capital_expenditure_max,Highest estimate of capital expenditures for the period.,MATRIX,0.6442,136
capital_expenditure_max_guidance_qtr,The maximum guidance value for Capital Expenditures,MATRIX,1.0,106
capital_expenditure_median,Median value of capital expenditures for the period.,MATRIX,0.6442,8
capital_expenditure_min,Minimum projected spending on fixed assets for the period.,MATRIX,0.6442,21
capital_expenditure_reported_value,Capital Expenditures - Total (Cash Flow/Investing) (Millions),MATRIX,0.6592,161
capital_expenditure_stddev,Standard deviation of capital expenditure estimates.,MATRIX,0.297,3
cash_flow_financing_max_guidance,Cash Flow From Financing - Maximum guidance value provided annually,MATRIX,1.0,109
cash_flow_from_financing,Cash Flow From Financing - Value,MATRIX,0.6432,101
cash_flow_from_investing,Cash Flow from Investing - Value,MATRIX,0.6481,139
cash_flow_from_operations,Cash Flow from Operations - Value for the annual period,MATRIX,0.7137,871
cash_flow_operations_min_guidance,Minimum guidance value for Cash Flow from Operations on an annual basis.,MATRIX,1.0,74
cashflow_financing_avg,Average cash flows from financing activities.,MATRIX,0.5374,201
cashflow_financing_max,Highest estimate of cash flows from financing activities.,MATRIX,0.5374,10
cashflow_financing_median,Median value of cash flows from financing activities.,MATRIX,0.5374,6
cashflow_financing_min,Lowest estimate of cash flows from financing activities.,MATRIX,0.5374,7
cashflow_investing_avg,Average cash flows from investing activities.,MATRIX,0.5442,7
cashflow_investing_max,Highest estimate of cash flows from investing activities.,MATRIX,0.5442,6
cashflow_investing_median,Median value of cash flows from investing activities.,MATRIX,0.5442,4
cashflow_investing_min,Lowest estimate of cash flows from investing activities.,MATRIX,0.5442,5
cashflow_per_share_average,Cash Flow Per Share - average of estimations with a delay of 1 quarter,MATRIX,0.3977,37
cashflow_per_share_estimate_count,Cash Flow Per Share - number of estimations - delay1,MATRIX,0.3977,28
cashflow_per_share_max_guidance,The maximum guidance value for Cash Flow Per Share on an annual basis.,MATRIX,1.0,45
cashflow_per_share_max_guidance_quarterly,The maximum guidance value for Cash Flow Per Share.,MATRIX,1.0,64
cashflow_per_share_maximum,"Cash Flow - The highest estimation, per share, with a delay of 1 quarter",MATRIX,0.3977,25
cashflow_per_share_median_value,Cash Flow Per Share - Median value among forecasts,MATRIX,0.3977,16
cashflow_per_share_min_guidance,Cash Flow Per Share - Minimum guidance value for the annual period,MATRIX,1.0,51
cashflow_per_share_min_guidance_quarterly,Minimum guidance value for Cash Flow Per Share,MATRIX,1.0,53
cashflow_per_share_minimum,"Cash Flow Per Share - The lowest estimation, delay 1 quarter",MATRIX,0.3977,41
dividend_estimate_average,Dividend per share - average of estimations - delay 1,MATRIX,0.6151,35
dividend_estimate_count,Dividend per share - number of estimations with a delay of 1 quarter,MATRIX,0.6151,35
dividend_estimate_maximum,Dividend per share - The highest value among forecasts with a delay of 1 quarter,MATRIX,0.6151,41
dividend_estimate_median_value,Dividend per share - median of estimations,MATRIX,0.6151,18
dividend_estimate_minimum,Dividend per share - The lowest value among forecasts - D1,MATRIX,0.6151,95
dividend_estimate_standard_deviation,Dividend per share - standard deviation of estimations,MATRIX,0.2742,12
dividend_estimate_stddev_quarterly,Dividend per share - standard deviation of estimations,MATRIX,0.2742,8
dividend_estimate_value,Dividend per share - estimated value,VECTOR,0.4663,1
dividend_max_guidance_quarterly,Maximum guidance value for Dividend per share,MATRIX,1.0,146
dividend_max_guidance_value,The maximum guidance value for Dividend per share on an annual basis.,MATRIX,1.0,292
dividend_min_guidance_quarterly,Minimum guidance value for Dividend per share,MATRIX,1.0,110
dividend_min_guidance_value,Minimum guidance value for Dividend per share on an annual basis,MATRIX,1.0,237
dividend_previous_estimate_value,The previous estimation of dividend,VECTOR,0.4592,3
earnings_per_share_average,Earnings per share - mean of estimations,MATRIX,1.0,440
earnings_per_share_estimate_count,Earnings per share - number of estimations,MATRIX,1.0,1272
earnings_per_share_guidance_value,Earnings Per Share - guidance value for annual frequency,MATRIX,0.36,69
earnings_per_share_max_guidance,The maximum guidance value for Earnings Per Share on an annual basis.,MATRIX,1.0,54
earnings_per_share_maximum,Earnings per share - The highest estimation,MATRIX,1.0,83
earnings_per_share_median_value,Earnings per share - median of estimations,MATRIX,1.0,138
earnings_per_share_min_guidance,Minimum guidance value for Earnings Per Share on an annual basis.,MATRIX,1.0,50
earnings_per_share_minimum,Earnings per share - The lowest estimation,MATRIX,1.0,82
earnings_per_share_nongaap_value,Non-GAAP Earnings Per Share - Actual Value,MATRIX,0.7978,139
earnings_per_share_reported,Reported Earnings Per Share - Actual Value,MATRIX,0.957,121
earnings_per_share_reported_value,Reported Earnings Per Share - Actual Value,MATRIX,0.9902,213
earnings_per_share_standard_deviation,Earnings per share - standard deviation of estimations,MATRIX,0.7237,929
ebit_avg,Average operating profit before interest and taxes.,MATRIX,0.9061,47
ebit_max,Highest estimate of operating profit before interest and taxes.,MATRIX,0.9061,27
ebit_median,Median value of operating profit before interest and taxes.,MATRIX,0.9061,19
ebit_min,Lowest estimate of operating profit before interest and taxes.,MATRIX,0.9061,11
ebit_reported_value,Earnings Before Interest & Taxes - actual value for the quarter,MATRIX,0.9483,409
ebit_stddev,Standard deviation of operating profit before interest and taxes.,MATRIX,0.6271,169
ebitda_max,Highest estimate of EBITDA for the period.,MATRIX,0.7649,36
ebitda_median,Median value of EBITDA for the period.,MATRIX,0.7649,27
ebitda_min,Lowest estimate of EBITDA for the period.,MATRIX,0.7649,22
ebitda_reported_value,EBITDA value for the quarter.,MATRIX,0.8132,382
ebitda_stddev,"Standard deviation of EBITDA estimates, indicating variability.",MATRIX,0.4948,16
eps_adjusted_min_guidance_qtr,Minimum guidance value for adjusted Earnings per share excluding extraordinary items and stock option expenses.,MATRIX,1.0,214
eps_adjusted_min_guidance_value,The minimum guidance value for adjusted earnings per share excluding extraordinary items and stock option expenses on an annual basis.,MATRIX,1.0,61
eps_estimate_value,Earnings per share - estimation value,VECTOR,0.9942,122
eps_guidance_value_quarterly,Earnings Per Share - Basic value,MATRIX,0.3007,86
eps_max_guidance_quarterly,The maximum guidance value for Earnings Per Share.,MATRIX,1.0,324
eps_min_guidance_quarterly,Minimum guidance value for Earnings per Share,MATRIX,1.0,261
eps_previous_estimate_value,The previous estimation of Earnings Per Share,VECTOR,0.9886,90
eps_reported_avg,Average reported earnings per share.,MATRIX,0.8623,186
eps_reported_max,Highest estimate of reported earnings per share.,MATRIX,0.8623,19
eps_reported_median,Median value of reported earnings per share.,MATRIX,0.8623,22
eps_reported_min_guidance_qtr,Reported Earnings Per Share - Minimum guidance value,MATRIX,1.0,60
est_bookvalue_ps,Book value per share - average of estimations,MATRIX,0.6751,1675
est_capex,Capital Expenditures - mean of estimations,MATRIX,0.6427,7280
est_cashflow_fin,Cash Flow From Financing - mean of estimations,MATRIX,0.6205,1064
est_cashflow_invst,Cash Flow From Investing - mean of estimations,MATRIX,0.6155,769
est_cashflow_op,Cash Flow From Operations - mean of estimations,MATRIX,0.6518,3832
est_cashflow_ps,Cash Flow Per Share - average of estimations,MATRIX,0.3273,368
est_dividend_ps,Dividend per share - average of estimations,MATRIX,0.4857,503
est_ebit,Earnings before interest and taxes - mean of estimations,MATRIX,0.7309,2496
est_ebitda,"Earnings before interest, taxes, depreciation, and amortization - mean of estimations",MATRIX,0.6046,2269
est_eps,Earnings per share - mean of estimations,MATRIX,0.7848,15149
est_epsa,Earnings per share adjusted by excluding extraordinary items and stock option expenses - average of estimations,MATRIX,0.1579,1849
est_epsr,GAAP Earnings per share - mean of estimations,MATRIX,0.7405,3476
est_fcf,Free Cash Flow - Mean of Estimations,MATRIX,0.5777,3651
est_fcf_ps,Free Cash Flow Per Share - Mean of Estimations,MATRIX,0.4642,514
est_ffo,"Funds From Operation - Summary on Estimations, Mean",MATRIX,0.0411,80
est_grossincome,Gross income - Mean of estimations,MATRIX,0.6246,1587
est_netdebt,Net debt - mean of estimations,MATRIX,0.5434,377
est_netprofit,Net profit - mean of estimations,MATRIX,0.7861,3006
est_netprofit_adj,Adjusted net income - Mean of estimations,MATRIX,0.7731,1682
est_ptp,Pretax income - mean of estimations,MATRIX,0.7527,4325
est_ptpr,Reported pretax income - mean of estimations,MATRIX,0.4374,719
est_rd_expense,Research and Development Expense - mean of estimations,MATRIX,0.3131,5366
est_sales,Sales - mean of estimations,MATRIX,0.7458,3155
est_sga,SGA - mean of estimations,MATRIX,0.5121,746
est_shequity,Mean of SH Equity segment - mean of estimations,MATRIX,0.7598,1335
est_tbv_ps,Tangible Book Value per Share - mean of estimations,MATRIX,0.3473,234
est_tot_assets,Total Assets - mean of estimations,MATRIX,0.7522,1502
est_tot_goodwill,Total Goodwill - mean of estimations,MATRIX,0.5652,682
estimate_value_currency_code,Home currency of instrument,VECTOR,1.0,66
estimate_value_currency_code_detail_qtr,Home currency of instrument,VECTOR,0.964,159
estimate_value_currency_code_qtr,Home currency of instrument,VECTOR,1.0,97
financing_cashflow_reported_value,Cash Flow From Financing - Value,MATRIX,0.4781,243
free_cash_flow_per_share,Free cash flow per share - actual financial value for the annual period,MATRIX,0.4912,266
free_cash_flow_per_share_actual_value,Free cash flow per share- announced financial value,MATRIX,0.3514,36
free_cash_flow_per_share_max_guidance,The maximum guidance value for Free Cash Flow Per Share on an annual basis.,MATRIX,1.0,72
free_cash_flow_per_share_reported_value,Free cash flow per share- announced financial value,MATRIX,0.3514,36
free_cash_flow_reported_value,Free cash flow value for the quarter.,MATRIX,0.5288,786
free_cash_flow_total,Free Cash Flow value - Annual,MATRIX,0.6822,677
free_cashflow_avg,Average free cash flow for the period.,MATRIX,0.5519,28
free_cashflow_max,Highest estimate of free cash flow for the period.,MATRIX,0.5519,12
free_cashflow_min,Lowest estimate of free cash flow for the period.,MATRIX,0.5519,5
free_cashflow_per_share_avg,Average free cash flow per share.,MATRIX,0.3782,9
free_cashflow_per_share_max,Highest estimate of free cash flow per share.,MATRIX,0.3782,11
free_cashflow_per_share_median,Median value of free cash flow per share.,MATRIX,0.3782,10
funds_from_operations_max_guidance,The maximum guidance value for Funds from operation - annual,MATRIX,1.0,63
goodwill_min_guidance_qtr,Minimum guidance value for Total Goodwill,MATRIX,1.0,106
gross_income_avg,Average gross income for the period.,MATRIX,0.6803,42
gross_income_max,Highest estimate of gross income for the period.,MATRIX,0.6803,53
gross_income_median,Median value of gross income for the period.,MATRIX,0.6803,36
gross_income_reported_value,Gross Income value for the quarter,MATRIX,0.6954,317
gross_income_total,Gross Income value on an annual basis,MATRIX,0.7047,167
guidance_estimate_value,Estimated value for basic annual financial guidance,VECTOR,0.5848,459
guidance_previous_estimate_value_qtr,The previous estimation of finanicial item,VECTOR,0.0,0
guidance_reporting_currency,Pricing Currency where the security trades - Annual,MATRIX,1.0,96
guidance_value_currency_code_qtr,Home currency of instrument,VECTOR,0.4849,33
highest_sales_estimate,Sales - The highest estimation for the annual period,MATRIX,1.0,109
investing_cashflow_reported_value,Cash Flow from Investing - Value,MATRIX,0.4859,94
lowest_sales_estimate,Sales - The lowest estimation for the annual period,MATRIX,1.0,104
max_adj_net_income_quarterly_estimate,The highest broker estimate for adjusted net profit in the current quarter.,MATRIX,0.8557,26
max_adjusted_eps_guidance,The maximum guidance value for adjusted earnings per share.,MATRIX,1.0,463
max_adjusted_eps_guidance_2,The maximum guidance value for adjusted earnings per share on an annual basis.,MATRIX,1.0,166
max_adjusted_funds_from_operations_adj_guidance,Adjusted funds from operation - Maximum guidance value,MATRIX,1.0,82
max_adjusted_funds_from_operations_guidance,Max guidance value for Funds from operation,MATRIX,1.0,47
max_adjusted_funds_from_operations_guidance_2,Adjusted funds from operation - maximum guidance value for the annual period,MATRIX,1.0,66
max_adjusted_net_income_guidance,The maximum guidance value for Adjusted net income.,MATRIX,1.0,2361
max_adjusted_net_profit_guidance,The maximum guidance value for adjusted net profit on an annual basis.,MATRIX,1.0,61
max_book_value_per_share_guidance,Book value per share - Maximum value among forecasts,MATRIX,1.0,64
max_book_value_per_share_guidance_2,Book value per share - Maximum guidance value for the annual period,MATRIX,1.0,64
max_capital_expenditure_guidance,The maximum guidance value for Capital Expenditures on an annual basis.,MATRIX,1.0,86
max_custom_eps_guidance,Custom Earnings per share - The highest guidance value,MATRIX,1.0,64
max_customized_eps_guidance,The maximum guidance value for custom earnings per share on an annual basis.,MATRIX,1.0,79
